"result_creator","result_id","task_id","num_annot","inside","resized","outer","inner","wap","wtr"
"itseidlaelextu",5838,1989,1,False,False,"","","",""
"itseidlaelextu",5839,1989,1,False,False,"","","",""
"itseidlaelextu",5840,521,1,False,False,"","","",""
"itseidlaelextu",5841,521,1,False,False,"","","",""
"otrarewcetga",5842,521,5,False,False,"","","",""
"itseidlaelextu",5843,521,1,False,False,"","","",""
"itseidlaelextu",5844,521,1,False,False,"","","",""
"olepneet",5845,521,2,True,True,15.398547769286484,5.857989373713424,61.95752053062039,0.19160707097365376
"itseidlaelextu",5846,521,1,False,False,"","","",""
"itseidlaelextu",5847,521,1,False,False,"","","",""
"dorejif",5848,521,2,True,True,15.548907052626756,5.07366048864852,67.36966481646436,0.21438515802073754
"itseidlaelextu",5849,521,1,False,False,"","","",""
"dorejif",5850,521,2,True,False,23.75829444277282,6.306135237016348,73.45712146043947,0.2424010940456049
"fosineqgu",5851,521,4,True,True,"","","",""
"tatigpog",5852,521,2,True,True,19.34527827767747,4.364504961657003,77.43891352189434,0.26250743970544216
"itseidlaelextu",5853,521,1,False,False,"","","",""
"gelerutec",5854,521,1,False,False,"","","",""
"gelerutec",5855,521,1,False,False,"","","",""
"gelerutec",5856,521,1,False,False,"","","",""
"dorejif",5857,521,2,True,True,15.31535579944768,4.409915183403568,71.20592403369041,0.23169944108188292
"gelerutec",5858,521,1,False,False,"","","",""
"gelerutec",5859,521,1,False,False,"","","",""
"itseidlaelextu",5860,2149,1,False,False,"","","",""
"itseidlaelextu",5861,2149,1,False,False,"","","",""
"otrarewcetga",5862,2149,1,False,False,"","","",""
"itseidlaelextu",5863,2149,1,False,False,"","","",""
"itseidlaelextu",5864,2149,1,False,False,"","","",""
"olepneet",5865,2149,2,True,True,19.64531384659024,6.071628537352189,69.09375648174733,0.22203307967380065
"itseidlaelextu",5866,2149,1,False,False,"","","",""
"itseidlaelextu",5867,2149,1,False,False,"","","",""
"dorejif",5868,2149,2,True,True,17.892946488585814,6.024390802050911,66.33091813081784,0.2098746741958652
"itseidlaelextu",5869,2149,1,False,False,"","","",""
"dorejif",5870,2149,2,True,True,17.67526979441253,5.582774824002683,68.41476883273657,0.218996302661053
"fosineqgu",5871,2149,2,True,True,20.136311201045043,6.400657396409843,68.21335679358363,0.2181017772031173
"tatigpog",5872,2149,2,True,True,21.584712714626093,4.725292681160046,78.10815115478408,0.2660563697959703
"itseidlaelextu",5873,2149,1,False,False,"","","",""
"gelerutec",5874,2149,1,False,False,"","","",""
"gelerutec",5875,2149,1,False,False,"","","",""
"gelerutec",5876,2149,1,False,False,"","","",""
"dorejif",5877,2149,2,True,True,16.522602196665442,4.763867414846876,71.16757180168443,0.23152081925074908
"gelerutec",5878,2149,1,False,False,"","","",""
"gelerutec",5879,2149,1,False,False,"","","",""
"itseidlaelextu",5880,1057,1,False,False,"","","",""
"itseidlaelextu",5881,1057,1,False,False,"","","",""
"otrarewcetga",5882,1057,4,False,False,"","","",""
"itseidlaelextu",5883,1057,1,False,False,"","","",""
"itseidlaelextu",5884,1057,1,False,False,"","","",""
"olepneet",5885,1057,2,True,True,18.40990664285691,6.488526644394365,64.75524417223522,0.2031635305940122
"itseidlaelextu",5886,1057,1,False,False,"","","",""
"itseidlaelextu",5887,1057,1,False,False,"","","",""
"dorejif",5888,1057,2,True,False,23.7582944427728,7.159740962807574,69.86424686311796,0.22551979517239307
"itseidlaelextu",5889,1057,1,False,False,"","","",""
"dorejif",5890,1057,2,True,False,23.7582944427728,7.199760832610933,69.69580097614676,0.22475375105256554
"fosineqgu",5891,1057,2,True,True,21.37899020022245,6.713153593480704,68.59929523981513,0.21981834124899943
"tatigpog",5892,1057,2,True,True,20.517962071457774,5.78898915065784,71.7857498201012,0.23441456092295465
"itseidlaelextu",5893,1057,1,False,False,"","","",""
"gelerutec",5894,1057,1,False,False,"","","",""
"gelerutec",5895,1057,1,False,False,"","","",""
"gelerutec",5896,1057,1,False,False,"","","",""
"dorejif",5897,1057,2,True,False,23.75829444277283,5.7131688984842866,75.95295019073977,0.254811043227574
"gelerutec",5898,1057,1,False,False,"","","",""
"gelerutec",5899,1057,1,False,False,"","","",""
"gelerutec",5900,1747,1,False,False,"","","",""
"gelerutec",5901,1747,1,False,False,"","","",""
"gelerutec",5902,1747,1,False,False,"","","",""
"gelerutec",5903,1747,1,False,False,"","","",""
"gelerutec",5904,1747,1,False,False,"","","",""
"gelerutec",5905,1747,1,False,False,"","","",""
"gelerutec",5906,1747,1,False,False,"","","",""
"dorejif",5907,1747,2,True,True,13.44470006000119,5.412017916966194,59.74608661544425,0.1827701409681154
"gelerutec",5908,1747,1,False,False,"","","",""
"gelerutec",5909,1747,1,False,False,"","","",""
"gelerutec",5910,1747,1,False,False,"","","",""
"gelerutec",5911,1747,1,False,False,"","","",""
"quozagchofuquuri",5912,1747,2,True,True,16.86144302141188,5.5773696371001495,66.92234685953271,0.2124341243277147
"gelerutec",5913,1747,1,False,False,"","","",""
"gelerutec",5914,1747,1,False,False,"","","",""
"gelerutec",5915,1747,1,False,False,"","","",""
"gelerutec",5916,1747,1,False,False,"","","",""
"gelerutec",5917,1747,1,False,False,"","","",""
"gelerutec",5918,1747,1,False,False,"","","",""
"gelerutec",5919,1747,1,False,False,"","","",""
"gelerutec",5920,1114,1,False,False,"","","",""
"gelerutec",5921,1114,1,False,False,"","","",""
"gelerutec",5922,1114,1,False,False,"","","",""
"gelerutec",5923,1114,1,False,False,"","","",""
"gelerutec",5924,1114,1,False,False,"","","",""
"gelerutec",5925,1114,1,False,False,"","","",""
"gelerutec",5926,1114,1,False,False,"","","",""
"dorejif",5927,1114,1,False,False,"","","",""
"gelerutec",5928,1114,1,False,False,"","","",""
"gelerutec",5929,1114,1,False,False,"","","",""
"gelerutec",5930,1114,1,False,False,"","","",""
"gelerutec",5931,1114,1,False,False,"","","",""
"quozagchofuquuri",5932,1114,1,False,False,"","","",""
"gelerutec",5933,1114,1,False,False,"","","",""
"gelerutec",5934,1114,1,False,False,"","","",""
"gelerutec",5935,1114,1,False,False,"","","",""
"gelerutec",5936,1114,1,False,False,"","","",""
"gelerutec",5937,1114,1,False,False,"","","",""
"gelerutec",5938,1114,1,False,False,"","","",""
"gelerutec",5939,1114,1,False,False,"","","",""
"gelerutec",5940,1839,1,False,False,"","","",""
"gelerutec",5941,1839,1,False,False,"","","",""
"gelerutec",5942,1839,1,False,False,"","","",""
"gelerutec",5943,1839,1,False,False,"","","",""
"gelerutec",5944,1839,1,False,False,"","","",""
"gelerutec",5945,1839,1,False,False,"","","",""
"gelerutec",5946,1839,1,False,False,"","","",""
"dorejif",5947,1839,2,True,False,23.75829444277283,7.499391709614407,68.43463773176829,0.21908470018423826
"gelerutec",5948,1839,1,False,False,"","","",""
"gelerutec",5949,1839,1,False,False,"","","",""
"gelerutec",5950,1839,1,False,False,"","","",""
"gelerutec",5951,1839,1,False,False,"","","",""
"quozagchofuquuri",5952,1839,2,True,True,21.219786064664344,6.380024740985053,69.9336047896863,0.22583583745174818
"gelerutec",5953,1839,1,False,False,"","","",""
"gelerutec",5954,1839,1,False,False,"","","",""
"gelerutec",5955,1839,1,False,False,"","","",""
"gelerutec",5956,1839,1,False,False,"","","",""
"gelerutec",5957,1839,1,False,False,"","","",""
"gelerutec",5958,1839,1,False,False,"","","",""
"gelerutec",5959,1839,1,False,False,"","","",""
"gelerutec",5960,1851,1,False,False,"","","",""
"gelerutec",5961,1851,1,False,False,"","","",""
"gelerutec",5962,1851,1,False,False,"","","",""
"gelerutec",5963,1851,1,False,False,"","","",""
"gelerutec",5964,1851,1,False,False,"","","",""
"gelerutec",5965,1851,1,False,False,"","","",""
"gelerutec",5966,1851,1,False,False,"","","",""
"dorejif",5967,1851,2,True,True,19.86057532083957,9.938434287743974,49.958980909703854,0.146301614753841
"gelerutec",5968,1851,1,False,False,"","","",""
"gelerutec",5969,1851,1,False,False,"","","",""
"gelerutec",5970,1851,1,False,False,"","","",""
"gelerutec",5971,1851,1,False,False,"","","",""
"quozagchofuquuri",5972,1851,2,True,True,20.88076513038708,7.256104780873257,65.24981371341755,0.20525355690618405
"gelerutec",5973,1851,1,False,False,"","","",""
"gelerutec",5974,1851,1,False,False,"","","",""
"gelerutec",5975,1851,1,False,False,"","","",""
"gelerutec",5976,1851,1,False,False,"","","",""
"gelerutec",5977,1851,1,False,False,"","","",""
"gelerutec",5978,1851,1,False,False,"","","",""
"gelerutec",5979,1851,1,False,False,"","","",""
"gelerutec",5980,1427,1,False,False,"","","",""
"gelerutec",5981,1427,1,False,False,"","","",""
"gelerutec",5982,1427,1,False,False,"","","",""
"gelerutec",5983,1427,1,False,False,"","","",""
"gelerutec",5984,1427,1,False,False,"","","",""
"gelerutec",5985,1427,1,False,False,"","","",""
"gelerutec",5986,1427,1,False,False,"","","",""
"dorejif",5987,1427,2,True,True,9.069869028972684,2.1030634958415098,76.8126365538079,0.25923370539986246
"gelerutec",5988,1427,1,False,False,"","","",""
"gelerutec",5989,1427,1,False,False,"","","",""
"gelerutec",5990,1427,1,False,False,"","","",""
"gelerutec",5991,1427,1,False,False,"","","",""
"quozagchofuquuri",5992,1427,1,False,False,"","","",""
"gelerutec",5993,1427,1,False,False,"","","",""
"gelerutec",5994,1427,1,False,False,"","","",""
"gelerutec",5995,1427,1,False,False,"","","",""
"gelerutec",5996,1427,1,False,False,"","","",""
"gelerutec",5997,1427,1,False,False,"","","",""
"gelerutec",5998,1427,1,False,False,"","","",""
"gelerutec",5999,1427,1,False,False,"","","",""
"gelerutec",6000,836,1,False,False,"","","",""
"gelerutec",6001,836,1,False,False,"","","",""
"aturrooqel",6002,836,2,True,True,24.316302209590223,7.086104908237351,70.85862460846278,0.23008623881164733
"heowajbeel",6003,836,8,True,False,"","","",""
"iwdekworixujdorak",6004,836,2,True,True,30.658076106310876,8.761855829024556,71.420725166701,0.23270206307708344
"quozagchofuquuri",6005,836,10,True,True,"","","",""
"icdirheumleevvi",6006,836,8,False,False,"","","",""
"olepneet",6007,836,2,True,True,18.388169889344613,10.27995556758096,44.094732485923565,0.1261508743019571
"iwdekworixujdorak",6008,836,2,True,True,29.68000832495956,11.022306024726992,62.86286073761735,0.19529875590021528
"olepneet",6009,836,2,True,True,14.782612087841589,8.026196960146626,45.705150669900775,0.1315748063375035
"erfylinpubsi",6010,836,2,True,True,28.03185489657167,12.437063723711166,55.632391186384766,0.16695492492150846
"saekep",6011,836,2,True,True,29.37222611678992,9.926873121274454,66.2031979401112,0.2093249148108459
"lesdohanusre",6012,836,2,True,True,30.964359875891525,6.838964975623177,77.91343014021771,0.2650182461350335
"quniocsulafryt",6013,836,2,True,True,22.27514125909084,12.653844808744951,43.19297614518734,0.12314782787274313
"leohgoeboher",6014,836,2,True,True,23.93741629171786,13.391910243546466,44.05448741692331,0.12601633530635098
"saekep",6015,836,2,True,True,26.32499697746047,8.40896809988245,68.05709756744804,0.21740973816958956
"leohgoeboher",6016,836,2,True,True,18.820981294497034,12.407914830049481,34.07402815028903,0.09402594956786044
"fircemtefwaapud",6017,836,2,True,False,23.75829444277284,9.733721420859501,59.03021808107757,0.17996179166026735
"leohgoeboher",6018,836,2,True,True,27.75721246569819,16.856012269772805,39.27339681315936,0.1103636208371944
"lesdohanusre",6019,836,2,True,False,23.7582944427728,7.018705634693281,70.45787250596034,0.2282366493894014
"gelerutec",6020,361,1,False,False,"","","",""
"gelerutec",6021,361,1,False,False,"","","",""
"aturrooqel",6022,361,2,True,True,13.541694794375541,3.243527845028839,76.04784412674832,0.25529530106038173
"heowajbeel",6023,361,6,True,True,"","","",""
"iwdekworixujdorak",6024,361,2,True,True,15.17568483597413,3.6632321988632706,75.86117372324748,0.2543436023794998
"quozagchofuquuri",6025,361,4,True,True,"","","",""
"icdirheumleevvi",6026,361,1,False,False,"","","",""
"olepneet",6027,361,2,True,True,6.474414363994639,2.1615671563527696,66.61370380657708,0.21109562051855754
"iwdekworixujdorak",6028,361,2,True,True,14.165101611783397,2.5911463960817547,81.70753400084133,0.28615153730293813
"olepneet",6029,361,2,True,True,6.623321441737335,2.2105946095609004,66.62407782852453,0.2111405091940224
"erfylinpubsi",6030,361,2,True,True,25.261730862433932,12.301708002450454,51.302988423710886,0.15108377948177473
"saekep",6031,361,1,False,False,"","","",""
"lesdohanusre",6032,361,2,True,True,11.902960891561435,3.1673109661738326,73.39056227245703,0.2420783174704821
"quniocsulafryt",6033,361,2,True,True,18.099827514856212,11.592417935803446,35.952881726146444,0.0998527824854534
"leohgoeboher",6034,361,2,True,True,11.8821278970356,5.845444410333118,50.80473412686071,0.14930331526681317
"saekep",6035,361,2,True,True,12.73058462526453,2.5944024067159708,79.62071277098116,0.2742828804176628
"leohgoeboher",6036,361,2,True,False,11.55512604120385,5.932321550343996,48.660693711256584,0.14174273807519472
"fircemtefwaapud",6037,361,2,True,True,15.113999346872435,5.028876442375052,66.7270301727538,0.21158636549546506
"leohgoeboher",6038,361,2,True,True,9.140508982459865,4.196925880273921,54.084330661152556,0.1611944903825816
"lesdohanusre",6039,361,2,True,True,5.977930863888061,2.61248289566728,56.29787370996602,0.16946208125982737
"leohgoeboher",6040,1441,2,True,True,11.893953170854324,5.715528013093788,51.94593478727098,0.15339480235890496
"itseidlaelextu",6041,1441,1,False,False,"","","",""
"itseidlaelextu",6042,1441,1,False,False,"","","",""
"tehsidetegenichurgew",6043,1441,1,False,True,"","","",""
"itseidlaelextu",6044,1441,1,False,False,"","","",""
"itseidlaelextu",6045,1441,1,False,False,"","","",""
"itseidlaelextu",6046,1441,1,False,False,"","","",""
"itseidlaelextu",6047,1441,1,False,False,"","","",""
"itseidlaelextu",6048,1441,1,False,False,"","","",""
"firpervagowohannod",6049,1441,2,True,True,15.210275310431447,3.3810263052287692,77.77143255973805,0.26426409140596563
"itseidlaelextu",6050,1441,1,False,False,"","","",""
"itseidlaelextu",6051,1441,1,False,False,"","","",""
"itseidlaelextu",6052,1441,1,False,False,"","","",""
"itseidlaelextu",6053,1441,1,False,False,"","","",""
"itseidlaelextu",6054,1441,1,False,False,"","","",""
"itseidlaelextu",6055,1441,1,False,False,"","","",""
"itseidlaelextu",6056,1441,1,False,False,"","","",""
"itseidlaelextu",6057,1441,1,False,False,"","","",""
"itseidlaelextu",6058,1441,1,False,False,"","","",""
"itseidlaelextu",6059,1441,1,False,False,"","","",""
"leohgoeboher",6060,758,1,False,False,"","","",""
"itseidlaelextu",6061,758,1,False,False,"","","",""
"itseidlaelextu",6062,758,1,False,False,"","","",""
"tehsidetegenichurgew",6063,758,1,False,True,"","","",""
"itseidlaelextu",6064,758,1,False,False,"","","",""
"itseidlaelextu",6065,758,1,False,False,"","","",""
"itseidlaelextu",6066,758,1,False,False,"","","",""
"itseidlaelextu",6067,758,1,False,False,"","","",""
"itseidlaelextu",6068,758,1,False,False,"","","",""
"firpervagowohannod",6069,758,2,True,True,8.071162000859177,1.8171303317070668,77.48613729332118,0.26275612385838687
"itseidlaelextu",6070,758,1,False,False,"","","",""
"itseidlaelextu",6071,758,1,False,False,"","","",""
"itseidlaelextu",6072,758,1,False,False,"","","",""
"itseidlaelextu",6073,758,1,False,False,"","","",""
"itseidlaelextu",6074,758,1,False,False,"","","",""
"itseidlaelextu",6075,758,1,False,False,"","","",""
"itseidlaelextu",6076,758,1,False,False,"","","",""
"itseidlaelextu",6077,758,1,False,False,"","","",""
"itseidlaelextu",6078,758,1,False,False,"","","",""
"itseidlaelextu",6079,758,1,False,False,"","","",""
"leohgoeboher",6080,735,2,False,True,16.967980126271204,9.718021859941938,42.7272911234985,0.12160632643864969
"itseidlaelextu",6081,735,1,False,False,"","","",""
"itseidlaelextu",6082,735,1,False,False,"","","",""
"tehsidetegenichurgew",6083,735,1,False,True,"","","",""
"itseidlaelextu",6084,735,1,False,False,"","","",""
"itseidlaelextu",6085,735,1,False,False,"","","",""
"itseidlaelextu",6086,735,1,False,False,"","","",""
"itseidlaelextu",6087,735,1,False,False,"","","",""
"itseidlaelextu",6088,735,1,False,False,"","","",""
"firpervagowohannod",6089,735,2,False,True,16.641437612616983,4.166873223745047,74.96085782525266,0.24980436567184397
"itseidlaelextu",6090,735,1,False,False,"","","",""
"itseidlaelextu",6091,735,1,False,False,"","","",""
"itseidlaelextu",6092,735,1,False,False,"","","",""
"itseidlaelextu",6093,735,1,False,False,"","","",""
"itseidlaelextu",6094,735,1,False,False,"","","",""
"itseidlaelextu",6095,735,1,False,False,"","","",""
"itseidlaelextu",6096,735,1,False,False,"","","",""
"itseidlaelextu",6097,735,1,False,False,"","","",""
"itseidlaelextu",6098,735,1,False,False,"","","",""
"itseidlaelextu",6099,735,1,False,False,"","","",""
"leohgoeboher",6100,158,1,False,False,"","","",""
"itseidlaelextu",6101,158,1,False,False,"","","",""
"itseidlaelextu",6102,158,1,False,False,"","","",""
"tehsidetegenichurgew",6103,158,1,False,True,"","","",""
"itseidlaelextu",6104,158,1,False,False,"","","",""
"itseidlaelextu",6105,158,1,False,False,"","","",""
"itseidlaelextu",6106,158,1,False,False,"","","",""
"itseidlaelextu",6107,158,1,False,False,"","","",""
"itseidlaelextu",6108,158,1,False,False,"","","",""
"firpervagowohannod",6109,158,2,True,True,7.0717941391311365,0.8055685165939661,88.60871087668652,0.3312450806397522
"itseidlaelextu",6110,158,1,False,False,"","","",""
"itseidlaelextu",6111,158,1,False,False,"","","",""
"itseidlaelextu",6112,158,1,False,False,"","","",""
"itseidlaelextu",6113,158,1,False,False,"","","",""
"itseidlaelextu",6114,158,1,False,False,"","","",""
"itseidlaelextu",6115,158,1,False,False,"","","",""
"itseidlaelextu",6116,158,1,False,False,"","","",""
"itseidlaelextu",6117,158,1,False,False,"","","",""
"itseidlaelextu",6118,158,1,False,False,"","","",""
"itseidlaelextu",6119,158,1,False,False,"","","",""
"itseidlaelextu",6120,1762,1,False,False,"","","",""
"itseidlaelextu",6121,1762,1,False,False,"","","",""
"itseidlaelextu",6122,1762,1,False,False,"","","",""
"itseidlaelextu",6123,1762,1,False,False,"","","",""
"otodcetchaquaropri",6124,1762,4,True,True,"","","",""
"lesdohanusre",6125,1762,2,True,True,10.162929391846896,4.645636657302004,54.28840958957251,0.16194826427591183
"otliawin",6126,1762,2,True,True,11.256654291154693,3.925948824814214,65.12330641708377,0.20471753530341397
"firpervagowohannod",6127,1762,2,True,True,19.85928410175952,4.173914244701036,78.98255433925118,0.27077606112826685
"ecenivri",6128,1762,2,True,True,17.497417524504147,2.8371742431914253,83.78518293217772,0.29866186980714327
"zavpomyisab",6129,1762,1,False,False,"","","",""
"fitarwuas",6130,1762,2,True,False,23.75829444277282,10.086629296042437,57.54480894940356,0.17421175953314233
"gelerutec",6131,1762,1,False,False,"","","",""
"fosineqgu",6132,1762,2,True,True,14.959999786618344,3.723983456535748,75.10706210125193,0.2505358848514076
"gelerutec",6133,1762,1,False,False,"","","",""
"gelerutec",6134,1762,1,False,False,"","","",""
"gelerutec",6135,1762,1,False,False,"","","",""
"gelerutec",6136,1762,1,False,False,"","","",""
"gelerutec",6137,1762,1,False,False,"","","",""
"gelerutec",6138,1762,1,False,False,"","","",""
"gelerutec",6139,1762,1,False,False,"","","",""
"itseidlaelextu",6140,869,1,False,False,"","","",""
"itseidlaelextu",6141,869,1,False,False,"","","",""
"itseidlaelextu",6142,869,1,False,False,"","","",""
"itseidlaelextu",6143,869,1,False,False,"","","",""
"otodcetchaquaropri",6144,869,2,True,True,6.8277387126079265,2.1459223151113007,68.57052670822485,0.21969002295773007
"lesdohanusre",6145,869,2,True,True,5.792078673273205,2.2271697108729622,61.54800657059533,0.1899516431691475
"otliawin",6146,869,2,True,True,11.06458976664014,1.8902356440215509,82.916351316335,0.293338146458611
"firpervagowohannod",6147,869,2,True,True,9.152868727719426,3.7059677839706557,59.51031426084865,0.18184246928938116
"ecenivri",6148,869,2,True,True,15.297525184940081,1.1447492354738906,92.51676842081058,0.36322252031868135
"zavpomyisab",6149,869,2,True,True,9.181210786619992,2.1641425425601444,76.4285714285745,0.2572479218862097
"fitarwuas",6150,869,2,True,True,12.044413201689578,3.253109927486493,72.99071467400213,0.24014770865933338
"gelerutec",6151,869,1,False,False,"","","",""
"fosineqgu",6152,869,2,True,True,9.709649919127822,2.357690744639716,75.7180664156067,0.25361649007901677
"gelerutec",6153,869,1,False,False,"","","",""
"gelerutec",6154,869,1,False,False,"","","",""
"gelerutec",6155,869,1,False,False,"","","",""
"gelerutec",6156,869,1,False,False,"","","",""
"gelerutec",6157,869,1,False,False,"","","",""
"gelerutec",6158,869,1,False,False,"","","",""
"gelerutec",6159,869,1,False,False,"","","",""
"gelerutec",6160,978,1,False,False,"","","",""
"gelerutec",6161,978,1,False,False,"","","",""
"gelerutec",6162,978,1,False,False,"","","",""
"furuqzibumehew",6163,978,2,True,True,9.16621294913363,4.785621391664226,47.79063700329423,0.1387197659824656
"fosineqgu",6164,978,1,False,False,"","","",""
"gelerutec",6165,978,1,False,False,"","","",""
"gelerutec",6166,978,1,False,False,"","","",""
"degocig",6167,978,2,True,True,10.573336293510184,1.7705599260525025,83.2544820584279,0.2953935610643442
"gelerutec",6168,978,1,False,False,"","","",""
"gelerutec",6169,978,1,False,False,"","","",""
"gelerutec",6170,978,1,False,False,"","","",""
"gelerutec",6171,978,1,False,False,"","","",""
"gelerutec",6172,978,1,False,False,"","","",""
"gelerutec",6173,978,1,False,False,"","","",""
"gelerutec",6174,978,1,False,False,"","","",""
"gelerutec",6175,978,1,False,False,"","","",""
"gelerutec",6176,978,1,False,False,"","","",""
"gelerutec",6177,978,1,False,False,"","","",""
"gelerutec",6178,978,1,False,False,"","","",""
"gelerutec",6179,978,1,False,False,"","","",""
"gelerutec",6180,547,1,False,False,"","","",""
"gelerutec",6181,547,1,False,False,"","","",""
"gelerutec",6182,547,1,False,False,"","","",""
"furuqzibumehew",6183,547,2,False,True,30.261129894108166,18.24241041630794,39.7166910814532,0.11178836661381845
"fosineqgu",6184,547,2,True,True,38.07733097193746,13.59969674043854,64.28400732587755,0.2011857070264106
"gelerutec",6185,547,1,False,False,"","","",""
"gelerutec",6186,547,1,False,False,"","","",""
"degocig",6187,547,2,True,True,45.6757464624485,15.188193370971966,66.74779385716516,0.21167637044965065
"gelerutec",6188,547,1,False,False,"","","",""
"gelerutec",6189,547,1,False,False,"","","",""
"gelerutec",6190,547,1,False,False,"","","",""
"gelerutec",6191,547,1,False,False,"","","",""
"gelerutec",6192,547,1,False,False,"","","",""
"gelerutec",6193,547,1,False,False,"","","",""
"gelerutec",6194,547,1,False,False,"","","",""
"gelerutec",6195,547,1,False,False,"","","",""
"gelerutec",6196,547,1,False,False,"","","",""
"gelerutec",6197,547,1,False,False,"","","",""
"gelerutec",6198,547,1,False,False,"","","",""
"gelerutec",6199,547,1,False,False,"","","",""
"gelerutec",6200,1608,1,False,False,"","","",""
"gelerutec",6201,1608,1,False,False,"","","",""
"gelerutec",6202,1608,1,False,False,"","","",""
"furuqzibumehew",6203,1608,2,True,True,8.191056972817027,3.8169950680626004,53.400457587711315,0.15868071248357246
"fosineqgu",6204,1608,2,True,False,23.75829444277283,6.953134350907112,70.7338657341111,0.22950908395156372
"gelerutec",6205,1608,1,False,False,"","","",""
"gelerutec",6206,1608,1,False,False,"","","",""
"degocig",6207,1608,2,True,True,10.631676185746173,2.484702231780183,76.62925216710974,0.2582834933600404
"gelerutec",6208,1608,1,False,False,"","","",""
"gelerutec",6209,1608,1,False,False,"","","",""
"gelerutec",6210,1608,1,False,False,"","","",""
"gelerutec",6211,1608,1,False,False,"","","",""
"gelerutec",6212,1608,1,False,False,"","","",""
"gelerutec",6213,1608,1,False,False,"","","",""
"gelerutec",6214,1608,1,False,False,"","","",""
"gelerutec",6215,1608,1,False,False,"","","",""
"gelerutec",6216,1608,1,False,False,"","","",""
"gelerutec",6217,1608,1,False,False,"","","",""
"gelerutec",6218,1608,1,False,False,"","","",""
"gelerutec",6219,1608,1,False,False,"","","",""
"gelerutec",6220,2308,1,False,False,"","","",""
"gelerutec",6221,2308,1,False,False,"","","",""
"gelerutec",6222,2308,1,False,False,"","","",""
"furuqzibumehew",6223,2308,1,False,False,"","","",""
"fosineqgu",6224,2308,1,False,False,"","","",""
"gelerutec",6225,2308,1,False,False,"","","",""
"gelerutec",6226,2308,1,False,False,"","","",""
"degocig",6227,2308,2,True,True,9.544699127829821,2.0115505769594546,78.92494514474213,0.27046212265043335
"gelerutec",6228,2308,1,False,False,"","","",""
"gelerutec",6229,2308,1,False,False,"","","",""
"gelerutec",6230,2308,1,False,False,"","","",""
"gelerutec",6231,2308,1,False,False,"","","",""
"gelerutec",6232,2308,1,False,False,"","","",""
"gelerutec",6233,2308,1,False,False,"","","",""
"gelerutec",6234,2308,1,False,False,"","","",""
"gelerutec",6235,2308,1,False,False,"","","",""
"gelerutec",6236,2308,1,False,False,"","","",""
"gelerutec",6237,2308,1,False,False,"","","",""
"gelerutec",6238,2308,1,False,False,"","","",""
"gelerutec",6239,2308,1,False,False,"","","",""
"gelerutec",6240,801,1,False,False,"","","",""
"gelerutec",6241,801,1,False,False,"","","",""
"gelerutec",6242,801,1,False,False,"","","",""
"furuqzibumehew",6243,801,2,True,False,10.719480967915832,4.85887495674876,54.672479280557354,0.16337141862490848
"fosineqgu",6244,801,4,True,True,"","","",""
"gelerutec",6245,801,1,False,False,"","","",""
"gelerutec",6246,801,1,False,False,"","","",""
"degocig",6247,801,2,True,False,23.75829444277282,3.6102654609022684,84.80418925020732,0.3050909779551452
"gelerutec",6248,801,1,False,False,"","","",""
"gelerutec",6249,801,1,False,False,"","","",""
"gelerutec",6250,801,1,False,False,"","","",""
"gelerutec",6251,801,1,False,False,"","","",""
"gelerutec",6252,801,1,False,False,"","","",""
"gelerutec",6253,801,1,False,False,"","","",""
"gelerutec",6254,801,1,False,False,"","","",""
"gelerutec",6255,801,1,False,False,"","","",""
"gelerutec",6256,801,1,False,False,"","","",""
"gelerutec",6257,801,1,False,False,"","","",""
"gelerutec",6258,801,1,False,False,"","","",""
"gelerutec",6259,801,1,False,False,"","","",""
"dorejif",6260,2293,1,False,False,"","","",""
"aturrooqel",6261,2293,1,False,False,"","","",""
"touhde",6262,2293,1,False,False,"","","",""
"olepneet",6263,2293,2,True,True,7.5736798308366655,2.5915996512368804,65.78149975808279,0.20751709348272498
"dorejif",6264,2293,1,False,False,"","","",""
"fosineqgu",6265,2293,1,False,False,"","","",""
"tatigpog",6266,2293,1,False,False,"","","",""
"naugnejniet",6267,2293,2,True,True,9.047059930928832,3.4982410098383623,61.33284142532247,0.18908538722553775
"aturrooqel",6268,2293,1,False,False,"","","",""
"idpaadoressapneav",6269,2293,2,True,True,5.8585508014717504,2.332001426492863,60.19490987588549,0.1845436237602951
"tatigpog",6270,2293,1,False,False,"","","",""
"fosineqgu",6271,2293,1,False,False,"","","",""
"selcholemusowitirqua",6272,2293,2,True,True,5.305825234553812,2.3241668463174903,56.19594043200824,0.16907682323539291
"catafewechu",6273,2293,1,False,False,"","","",""
"idpaadoressapneav",6274,2293,2,True,True,6.8911647099144275,2.4642148321999877,64.24095293129936,0.2010056561208029
"tatigpog",6275,2293,1,False,False,"","","",""
"qynuaxfufygmoreper",6276,2293,2,True,True,11.350726397235837,2.7424818691349766,75.83871046523653,0.25422932673545307
"seogix",6277,2293,1,False,True,"","","",""
"leresgodat",6278,2293,2,True,True,9.875468952141691,2.4756140011708383,74.93168159235667,0.24965864101369836
"bopevtunagaet",6279,2293,1,False,False,"","","",""
"dorejif",6280,1149,2,True,True,16.01840276803923,3.7332272476768757,76.69413547819131,0.25861926070102087
"aturrooqel",6281,1149,2,True,True,13.240861577384603,4.7377060051879605,64.21905041829028,0.2009141027158346
