"result_creator","result_id","task_id","num_annot","inside","resized","outer","inner"
"itseidlaelextu",9019,1017,1,False,False,"",""
"ducira",9020,1744,1,False,True,"",""
"obtaochronbi",9021,1744,1,False,False,"",""
"tehsidetegenichurgew",9022,1744,1,False,False,"",""
"dotrutole",9023,1744,2,True,True,16.626952640813084,5.56592725642012
"ducira",9024,1744,2,True,True,11.228287078439585,2.624474592253051
"neecygiw",9025,1744,2,True,True,12.12204374056081,4.277384126859706
"tehsidetegenichurgew",9026,1744,1,False,False,"",""
"tehsidetegenichurgew",9027,1744,1,False,False,"",""
"itseidlaelextu",9028,1744,1,False,False,"",""
"itseidlaelextu",9029,1744,1,False,False,"",""
"obtaochronbi",9030,1744,2,True,True,9.426290281623311,3.495719001954931
"itseidlaelextu",9031,1744,1,False,False,"",""
"ducira",9032,1744,2,True,True,10.93961778317368,2.282073416665417
"lesdohanusre",9033,1744,2,True,True,12.882556196576749,4.798535260493813
"itseidlaelextu",9034,1744,1,False,False,"",""
"ditlietan",9035,1744,1,False,False,"",""
"lesdohanusre",9036,1744,2,True,True,13.195321075892297,3.8296290093399272
"itseidlaelextu",9037,1744,1,False,False,"",""
"ludenkisedadadeldoch",9038,1744,1,False,False,"",""
"itseidlaelextu",9039,1744,1,False,False,"",""
"ducira",9040,2085,1,False,False,"",""
"obtaochronbi",9041,2085,2,True,True,22.004743012141816,9.073483522979314
"tehsidetegenichurgew",9042,2085,1,False,True,"",""
"dotrutole",9043,2085,2,True,True,28.843206968627936,9.526585607200177
"ducira",9044,2085,2,True,True,22.21749803434093,6.757980820648433
"neecygiw",9045,2085,2,True,True,16.939263412996166,7.603822370760485
"tehsidetegenichurgew",9046,2085,1,False,True,"",""
"tehsidetegenichurgew",9047,2085,1,False,True,"",""
"itseidlaelextu",9048,2085,1,False,False,"",""
"itseidlaelextu",9049,2085,1,False,False,"",""
"obtaochronbi",9050,2085,2,True,True,18.480759829996078,6.854693693194529
"itseidlaelextu",9051,2085,1,False,False,"",""
"ducira",9052,2085,2,True,True,19.837314585035042,5.957951593241967
"lesdohanusre",9053,2085,2,True,False,23.75829444277283,8.038553174062743
"itseidlaelextu",9054,2085,1,False,False,"",""
"ditlietan",9055,2085,2,True,True,24.663049443266353,9.882893154054788
"lesdohanusre",9056,2085,2,True,True,18.84780956225507,8.215219171266357
"itseidlaelextu",9057,2085,1,False,False,"",""
"ludenkisedadadeldoch",9058,2085,3,False,False,"",""
"itseidlaelextu",9059,2085,1,False,False,"",""
"ducira",9060,877,1,False,True,"",""
"obtaochronbi",9061,877,2,True,True,22.613385865876047,7.391663582990359
"tehsidetegenichurgew",9062,877,1,False,True,"",""
"dotrutole",9063,877,2,True,True,30.67120212234366,9.961409495322973
"ducira",9064,877,2,True,True,28.954848177495272,4.023839476151229
"neecygiw",9065,877,2,True,True,21.08997726875207,9.672639138839815
"tehsidetegenichurgew",9066,877,1,False,True,"",""
"tehsidetegenichurgew",9067,877,1,False,True,"",""
"itseidlaelextu",9068,877,1,False,False,"",""
"itseidlaelextu",9069,877,1,False,False,"",""
"obtaochronbi",9070,877,2,True,True,20.175430931097797,6.454166314489147
"itseidlaelextu",9071,877,1,False,False,"",""
"ducira",9072,877,2,True,True,20.530631585705642,4.717063832181342
"lesdohanusre",9073,877,2,True,True,27.21268252177747,6.448647573576324
"itseidlaelextu",9074,877,1,False,False,"",""
"ditlietan",9075,877,2,True,True,19.79028191777004,7.3753761132047835
"lesdohanusre",9076,877,2,True,True,33.61845170842165,6.446484304655014
"itseidlaelextu",9077,877,1,False,False,"",""
"ludenkisedadadeldoch",9078,877,2,False,False,23.75829444277283,23.75829444277282
"itseidlaelextu",9079,877,1,False,False,"",""
"ducira",9080,1653,1,False,True,"",""
"obtaochronbi",9081,1653,2,True,True,18.647866212400174,9.760721251231548
"tehsidetegenichurgew",9082,1653,1,False,False,"",""
"dotrutole",9083,1653,2,True,True,9.12858352976771,2.577002308972381
"ducira",9084,1653,1,False,False,"",""
"ducira",9085,1653,0,True,True,"",""
"tehsidetegenichurgew",9086,1653,1,False,False,"",""
"tehsidetegenichurgew",9087,1653,1,False,False,"",""
"itseidlaelextu",9088,1653,1,False,False,"",""
"itseidlaelextu",9089,1653,1,False,False,"",""
"obtaochronbi",9090,1653,2,True,True,26.761852044870157,14.408746148738947
"itseidlaelextu",9091,1653,1,False,False,"",""
"ducira",9092,1653,2,True,True,21.186891491976695,6.082318002186902
"lesdohanusre",9093,1653,2,True,False,11.153086959937685,2.374911450168102
"itseidlaelextu",9094,1653,1,False,False,"",""
"ditlietan",9095,1653,1,False,False,"",""
"lesdohanusre",9096,1653,2,True,True,18.809586425036716,5.237891459611409
"itseidlaelextu",9097,1653,1,False,False,"",""
"ludenkisedadadeldoch",9098,1653,1,False,False,"",""
"itseidlaelextu",9099,1653,1,False,False,"",""
"ducira",9100,2135,1,False,True,"",""
"obtaochronbi",9101,2135,2,True,True,13.178202814353265,4.886640311608001
"tehsidetegenichurgew",9102,2135,1,False,True,"",""
"dotrutole",9103,2135,2,True,True,21.674358736178608,6.448192288673419
"ducira",9104,2135,2,True,True,19.215342029260732,5.7200343778147555
"neecygiw",9105,2135,2,True,True,17.865317207807927,6.6887017298208225
"tehsidetegenichurgew",9106,2135,1,False,True,"",""
"tehsidetegenichurgew",9107,2135,1,False,True,"",""
"itseidlaelextu",9108,2135,1,False,False,"",""
"itseidlaelextu",9109,2135,1,False,False,"",""
"obtaochronbi",9110,2135,2,True,True,17.10328830428168,7.503890547242413
"itseidlaelextu",9111,2135,1,False,False,"",""
"ducira",9112,2135,2,True,True,17.35202137700079,5.760609571488748
"lesdohanusre",9113,2135,2,True,True,24.175972213093527,6.810083151112697
"itseidlaelextu",9114,2135,1,False,False,"",""
"ditlietan",9115,2135,2,True,True,18.179815828345443,7.895511746657229
"lesdohanusre",9116,2135,2,True,True,20.691616381117303,7.618049152454517
"itseidlaelextu",9117,2135,1,False,False,"",""
"ludenkisedadadeldoch",9118,2135,2,False,False,23.75829444277282,23.758294442772787
"itseidlaelextu",9119,2135,1,False,False,"",""
"ducira",9120,458,1,False,True,"",""
"obtaochronbi",9121,458,2,True,True,15.20696892558436,4.541815751260652
"tehsidetegenichurgew",9122,458,1,False,True,"",""
"dotrutole",9123,458,2,True,True,15.531978074709588,5.950191325375701
"ducira",9124,458,2,True,True,12.472564691973583,3.207847527622908
"neecygiw",9125,458,2,True,True,19.064539702418124,8.095863396021782
"tehsidetegenichurgew",9126,458,1,False,True,"",""
"tehsidetegenichurgew",9127,458,1,False,True,"",""
"itseidlaelextu",9128,458,1,False,False,"",""
"itseidlaelextu",9129,458,1,False,False,"",""
"obtaochronbi",9130,458,2,True,True,12.784260397694519,5.998716141793506
"itseidlaelextu",9131,458,1,False,False,"",""
"ducira",9132,458,2,True,True,14.043376021160945,3.970310181795058
"lesdohanusre",9133,458,2,True,True,19.2928977721391,4.7262725777779
"itseidlaelextu",9134,458,1,False,False,"",""
"ditlietan",9135,458,2,True,True,18.315229213698107,7.510722280720229
"lesdohanusre",9136,458,2,True,True,30.19523708232523,7.955920509928884
"itseidlaelextu",9137,458,1,False,False,"",""
"ludenkisedadadeldoch",9138,458,2,False,False,23.75829444277282,23.75829444277282
"itseidlaelextu",9139,458,1,False,False,"",""
"ducira",9140,1743,1,False,True,"",""
"obtaochronbi",9141,1743,2,True,True,17.666790487870156,7.058026422102854
"tehsidetegenichurgew",9142,1743,1,False,False,"",""
"dotrutole",9143,1743,1,False,False,"",""
"ducira",9144,1743,2,True,True,17.535266720206252,4.34220984107152
"neecygiw",9145,1743,1,False,False,"",""
"tehsidetegenichurgew",9146,1743,1,False,False,"",""
"tehsidetegenichurgew",9147,1743,1,False,False,"",""
"itseidlaelextu",9148,1743,1,False,False,"",""
"itseidlaelextu",9149,1743,1,False,False,"",""
"obtaochronbi",9150,1743,2,True,True,15.559703002131824,7.659258018701419
"itseidlaelextu",9151,1743,1,False,False,"",""
"ducira",9152,1743,2,True,True,15.869622424478132,4.924341903846646
"lesdohanusre",9153,1743,2,True,True,16.419398918069717,4.195316374594792
"itseidlaelextu",9154,1743,1,False,False,"",""
"ditlietan",9155,1743,1,False,False,"",""
"lesdohanusre",9156,1743,2,True,True,12.474000764123971,3.332829049641125
"itseidlaelextu",9157,1743,1,False,False,"",""
"ludenkisedadadeldoch",9158,1743,1,False,False,"",""
"itseidlaelextu",9159,1743,1,False,False,"",""
"ducira",9160,338,1,False,True,"",""
"obtaochronbi",9161,338,2,False,True,19.837470494317028,5.54125103300936
"tehsidetegenichurgew",9162,338,1,False,False,"",""
"dotrutole",9163,338,2,True,True,26.683361489140626,9.227372033873527
"ducira",9164,338,2,True,True,17.208688281770232,4.733633065761583
"neecygiw",9165,338,1,False,False,"",""
"tehsidetegenichurgew",9166,338,1,False,False,"",""
"tehsidetegenichurgew",9167,338,1,False,False,"",""
"itseidlaelextu",9168,338,1,False,False,"",""
"itseidlaelextu",9169,338,1,False,False,"",""
"obtaochronbi",9170,338,2,True,True,12.594578503699601,5.908772582820549
"itseidlaelextu",9171,338,1,False,False,"",""
"ducira",9172,338,2,True,True,13.88946921683026,2.771311368369472
"lesdohanusre",9173,338,2,True,True,4.846818645679892,1.4130606551524376
"itseidlaelextu",9174,338,1,False,False,"",""
"ditlietan",9175,338,2,True,True,17.68379810526832,5.367313279997239
"lesdohanusre",9176,338,1,False,False,"",""
"itseidlaelextu",9177,338,1,False,False,"",""
"ludenkisedadadeldoch",9178,338,2,False,False,23.75829444277282,23.75829444277281
"itseidlaelextu",9179,338,1,False,False,"",""
"ducira",9180,1867,1,False,False,"",""
"obtaochronbi",9181,1867,1,False,False,"",""
"tehsidetegenichurgew",9182,1867,1,False,False,"",""
"dotrutole",9183,1867,1,False,False,"",""
"ducira",9184,1867,1,False,False,"",""
"neecygiw",9185,1867,1,False,False,"",""
"tehsidetegenichurgew",9186,1867,1,False,False,"",""
"tehsidetegenichurgew",9187,1867,1,False,False,"",""
"itseidlaelextu",9188,1867,1,False,False,"",""
"itseidlaelextu",9189,1867,1,False,False,"",""
"obtaochronbi",9190,1867,1,False,False,"",""
"itseidlaelextu",9191,1867,1,False,False,"",""
"ducira",9192,1867,1,False,False,"",""
"lesdohanusre",9193,1867,1,False,False,"",""
"itseidlaelextu",9194,1867,1,False,False,"",""
"ditlietan",9195,1867,1,False,False,"",""
"lesdohanusre",9196,1867,1,False,False,"",""
"itseidlaelextu",9197,1867,1,False,False,"",""
"ludenkisedadadeldoch",9198,1867,1,False,False,"",""
"itseidlaelextu",9199,1867,1,False,False,"",""
"lesdohanusre",9200,1230,1,False,False,"",""
"obtaochronbi",9201,1230,2,True,True,8.681313560720453,2.4525864919838694
"itseidlaelextu",9202,1230,1,False,False,"",""
"ludenkisedadadeldoch",9203,1230,1,False,False,"",""
"ditlietan",9204,1230,1,False,False,"",""
"itseidlaelextu",9205,1230,1,False,False,"",""
"itseidlaelextu",9206,1230,1,False,False,"",""
"lesdohanusre",9207,1230,1,False,False,"",""
"ditlietan",9208,1230,1,False,False,"",""
"ludenkisedadadeldoch",9209,1230,1,False,False,"",""
"leohgoeboher",9210,1230,1,False,False,"",""
"obtaochronbi",9211,1230,2,True,True,7.839780985700534,2.0976581872969264
"amjamnaquyrwoquduq",9212,1230,1,False,False,"",""
"lesdohanusre",9213,1230,1,False,False,"",""
"eppiosci",9214,1230,4,False,False,"",""
"ludenkisedadadeldoch",9215,1230,1,False,False,"",""
"lesdohanusre",9216,1230,1,False,False,"",""
"lesdohanusre",9217,1230,1,False,False,"",""
"ludenkisedadadeldoch",9218,1230,1,False,False,"",""
"lesdohanusre",9219,1230,1,False,False,"",""
"lesdohanusre",9220,1393,1,False,False,"",""
"obtaochronbi",9221,1393,2,True,True,12.862488001006827,5.676529373296937
"itseidlaelextu",9222,1393,1,False,False,"",""
"ludenkisedadadeldoch",9223,1393,1,False,False,"",""
"ditlietan",9224,1393,1,False,False,"",""
"itseidlaelextu",9225,1393,1,False,False,"",""
"itseidlaelextu",9226,1393,1,False,False,"",""
"lesdohanusre",9227,1393,1,False,False,"",""
"ditlietan",9228,1393,1,False,False,"",""
"ludenkisedadadeldoch",9229,1393,1,False,False,"",""
"leohgoeboher",9230,1393,1,False,False,"",""
"obtaochronbi",9231,1393,2,True,True,12.991142573973034,6.151338469216387
"amjamnaquyrwoquduq",9232,1393,1,False,False,"",""
"lesdohanusre",9233,1393,1,False,False,"",""
"eppiosci",9234,1393,2,False,False,23.75829444277282,23.75829444277282
"ludenkisedadadeldoch",9235,1393,1,False,False,"",""
"lesdohanusre",9236,1393,1,False,False,"",""
"lesdohanusre",9237,1393,1,False,False,"",""
"ludenkisedadadeldoch",9238,1393,1,False,False,"",""
"lesdohanusre",9239,1393,1,False,False,"",""
"lesdohanusre",9240,1586,1,False,False,"",""
"obtaochronbi",9241,1586,2,True,True,9.358644599873589,3.0173258654199073
"itseidlaelextu",9242,1586,1,False,False,"",""
"ludenkisedadadeldoch",9243,1586,1,False,False,"",""
"ditlietan",9244,1586,1,False,False,"",""
"itseidlaelextu",9245,1586,1,False,False,"",""
"itseidlaelextu",9246,1586,1,False,False,"",""
"lesdohanusre",9247,1586,1,False,False,"",""
"ditlietan",9248,1586,1,False,False,"",""
"ludenkisedadadeldoch",9249,1586,1,False,False,"",""
"leohgoeboher",9250,1586,1,False,False,"",""
"obtaochronbi",9251,1586,1,False,False,"",""
"amjamnaquyrwoquduq",9252,1586,1,False,False,"",""
"lesdohanusre",9253,1586,1,False,False,"",""
"eppiosci",9254,1586,2,False,False,23.758294442772826,23.75829444277281
"ludenkisedadadeldoch",9255,1586,1,False,False,"",""
"lesdohanusre",9256,1586,2,True,True,8.150793114115757,2.305122926893759
"lesdohanusre",9257,1586,1,False,False,"",""
"ludenkisedadadeldoch",9258,1586,1,False,False,"",""
"lesdohanusre",9259,1586,1,False,False,"",""
"lesdohanusre",9260,2001,2,True,True,43.1873347830273,15.671559053628142
"obtaochronbi",9261,2001,2,True,True,24.47632016111675,15.476222622132187
"itseidlaelextu",9262,2001,1,False,False,"",""
"ludenkisedadadeldoch",9263,2001,2,False,True,45.195180804245666,18.581210322092293
"ditlietan",9264,2001,2,True,True,34.78856720302567,18.9479630089481
"itseidlaelextu",9265,2001,1,False,False,"",""
"itseidlaelextu",9266,2001,1,False,False,"",""
"lesdohanusre",9267,2001,2,True,True,56.45595508710198,16.642466171914315
"ditlietan",9268,2001,2,True,True,38.10038150004759,17.88347785141013
"ludenkisedadadeldoch",9269,2001,2,True,True,44.07475600462121,17.27796871813875
"leohgoeboher",9270,2001,2,False,False,33.45390334039578,23.75829444277282
"obtaochronbi",9271,2001,2,True,True,29.691647438190564,16.848785614122704
"amjamnaquyrwoquduq",9272,2001,2,True,False,45.272478047585324,23.75829444277282
"lesdohanusre",9273,2001,2,True,True,48.208632314713384,14.330105593366044
"eppiosci",9274,2001,1,False,False,"",""
"ludenkisedadadeldoch",9275,2001,2,True,True,44.24078705044097,19.4417640546272
"lesdohanusre",9276,2001,2,True,True,47.97012233441496,14.438977950702986
"lesdohanusre",9277,2001,2,True,True,52.133587372226515,15.511518946444559
"ludenkisedadadeldoch",9278,2001,2,True,True,47.35556085565884,17.118952787201145
"lesdohanusre",9279,2001,2,True,True,54.849953652808566,15.670088227714267
"lesdohanusre",9280,891,2,True,True,30.448974958804882,5.744799495749479
"obtaochronbi",9281,891,2,True,True,13.679177454081406,6.203400652142331
"itseidlaelextu",9282,891,1,False,False,"",""
"ludenkisedadadeldoch",9283,891,2,True,True,20.50122127305037,4.302436309988449
"ditlietan",9284,891,2,False,True,29.948257220869138,11.32986447332458
"itseidlaelextu",9285,891,1,False,False,"",""
"itseidlaelextu",9286,891,1,False,False,"",""
"lesdohanusre",9287,891,2,True,True,30.826631246430797,8.178904228929744
"ditlietan",9288,891,2,False,True,20.02313343265652,8.222007328578
"ludenkisedadadeldoch",9289,891,2,True,True,23.41015501959911,11.061086031247727
"leohgoeboher",9290,891,2,True,True,7.880091201708453,3.496096978826931
"obtaochronbi",9291,891,2,True,True,13.320430809446517,6.78615364489864
"amjamnaquyrwoquduq",9292,891,2,False,True,37.99787663164933,13.831261623100037
"lesdohanusre",9293,891,2,True,False,23.75829444277282,2.556693590343834
"eppiosci",9294,891,5,False,False,"",""
"ludenkisedadadeldoch",9295,891,2,True,True,24.914484499734126,8.442798307231028
"lesdohanusre",9296,891,2,True,True,23.61392151982604,3.4177377647395217
"lesdohanusre",9297,891,2,True,True,28.818821292337596,5.94024528715046
"ludenkisedadadeldoch",9298,891,2,True,True,29.524766288124844,13.197175511993342
"lesdohanusre",9299,891,2,True,True,34.41402333585158,6.386155535356893
"lesdohanusre",9300,1306,2,True,True,13.024433171362954,2.3606597746864764
"obtaochronbi",9301,1306,2,True,True,6.210437749774608,1.9507824893220667
"itseidlaelextu",9302,1306,1,False,False,"",""
"ludenkisedadadeldoch",9303,1306,1,False,False,"",""
"ditlietan",9304,1306,1,False,False,"",""
"itseidlaelextu",9305,1306,1,False,False,"",""
"itseidlaelextu",9306,1306,1,False,False,"",""
"lesdohanusre",9307,1306,2,True,True,17.9881483590638,3.9861638590225876
"ditlietan",9308,1306,1,False,False,"",""
"ludenkisedadadeldoch",9309,1306,1,False,False,"",""
"leohgoeboher",9310,1306,1,False,False,"",""
"obtaochronbi",9311,1306,2,True,True,7.662678894027539,2.2784918431708543
"amjamnaquyrwoquduq",9312,1306,1,False,False,"",""
"lesdohanusre",9313,1306,2,True,True,14.813351976202167,3.196630349679551
"eppiosci",9314,1306,2,False,False,23.75829444277282,23.75829444277282
"ludenkisedadadeldoch",9315,1306,1,False,False,"",""
"lesdohanusre",9316,1306,2,True,True,14.347422861720744,3.2288181942150955
"lesdohanusre",9317,1306,1,False,False,"",""
"ludenkisedadadeldoch",9318,1306,1,False,False,"",""
"lesdohanusre",9319,1306,2,True,True,10.358602801318439,3.4000917457427278
"lesdohanusre",9320,1654,2,True,True,12.11691361082653,2.8308760924365957
"obtaochronbi",9321,1654,2,True,True,6.8140057744613225,2.303007105428636
"itseidlaelextu",9322,1654,1,False,False,"",""
"ludenkisedadadeldoch",9323,1654,1,False,False,"",""
"ditlietan",9324,1654,1,False,False,"",""
"itseidlaelextu",9325,1654,1,False,False,"",""
"itseidlaelextu",9326,1654,1,False,False,"",""
"lesdohanusre",9327,1654,2,True,True,14.281127044546283,1.5679561971391305
"ditlietan",9328,1654,2,True,True,8.221245244229863,2.347665880856168
"ludenkisedadadeldoch",9329,1654,1,False,False,"",""
"leohgoeboher",9330,1654,1,False,False,"",""
"obtaochronbi",9331,1654,2,True,True,7.338078139656679,2.1133476967591336
"amjamnaquyrwoquduq",9332,1654,1,False,False,"",""
"lesdohanusre",9333,1654,2,True,True,17.834561941590287,2.6889723132421457
